Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DOW,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT,PFE,RTX,XOM
5/8/20,77.532501,89.5,133.440002,112.110001,42.990002,95.470001,109.160004,34.330002,185.389999,234.429993,122.989998,59.669998,148.699997,92.699997,46.110001,181.229996,148.509995,76.400002,184.679993,90.459999,115.949997,97.339996,287,185.089996,57,41.669998,122.940002,35.313091,58.669998,46.18
5/11/20,78.752502,85.330002,128.910004,108.610001,43.32,93.370003,107.769997,33.900002,183.160004,236.559998,122.589996,60.130001,149.110001,89.970001,45.540001,180.880005,145.729996,77.910004,186.740005,90.93,115.309998,95.510002,288.690002,183.559998,56.400002,41.709999,123.669998,36.148006,57.360001,45.740002
5/12/20,77.852501,83.139999,125.220001,105,43.220001,91.099998,104.559998,33.790001,177.210007,232.899994,120.260002,58.389999,147.139999,87.029999,44.82,176.539993,141.520004,77.190002,182.509995,88.260002,114.550003,93.959999,287.700012,179.470001,55.459999,40.529999,123.779999,35.445919,56.720001,44.119999
5/13/20,76.912498,78.029999,121.5,104.480003,41.950001,88.699997,102.919998,32.349998,171.800003,230.100006,115.730003,57.740002,147.130005,84.029999,43.939999,172.820007,136.119995,77.889999,179.75,86.019997,113.919998,89.860001,278,177.089996,54.849998,38.349998,123.709999,35.151802,54.099998,41.93
5/14/20,77.385002,83.809998,122.519997,106.190002,43.849998,90.050003,105.910004,33.509998,174.449997,234.479996,116.949997,59.080002,147.639999,87.519997,43.700001,175.410004,135.990005,80.050003,180.529999,86.550003,113.809998,90.220001,290.609985,180.899994,54.91,38.849998,123.419998,35.97723,53.860001,42.299999
5/15/20,76.927498,82.220001,120,107.919998,44.27,89.160004,109.050003,33.560001,171.869995,239.330002,116.980003,58.279999,150.440002,85.900002,43.259998,173.809998,138.690002,79.779999,183.160004,86.989998,114.610001,90.309998,290.959991,183.490005,54.709999,38.400002,125.940002,35.825428,52.73,42
5/18/20,78.739998,88.410004,135.440002,115.019997,45.060001,92.550003,116.849998,36.740002,181.880005,245.350006,121.559998,59.919998,150.520004,90.449997,44.970001,179.830002,149.270004,79.720001,184.910004,91.040001,116.209999,95.300003,293.359985,191.380005,55.720001,40.860001,127.660004,36.119545,57.900002,45.34
5/19/20,78.285004,87.260002,130.440002,112.080002,44.610001,89.620003,114.370003,35.639999,177.830002,238.100006,120.290001,60.290001,149.020004,88.669998,44.540001,179.570007,148.380005,77.550003,183.630005,91.510002,112.440002,93.269997,289.049988,189.360001,54.380001,39.77,124.949997,35.749527,57.939999,43.939999
5/20/20,79.807503,90.730003,133.320007,115.690002,45.439999,93,119.919998,36.18,181.440002,238.190002,121.379997,63.099998,147.679993,91.330002,45.889999,184.100006,149.679993,76.889999,185.660004,92.949997,113.279999,95.540001,287.98999,193.860001,54.259998,40.139999,125.449997,35.702087,57.799999,45.369999
5/21/20,79.212502,89.830002,139,114.059998,44.639999,92.040001,117.830002,35.82,180.100006,240.880005,119.120003,61.98,146.710007,90.169998,45.169998,185.080002,145.809998,76.550003,183.429993,94.260002,111.620003,99.169998,286.910004,190.619995,53.970001,39.75,124.989998,35.351044,60.099998,44.560001
5/22/20,79.722504,89.330002,137.529999,112.470001,44.900002,90.279999,118.019997,36.119999,179.929993,241.880005,118.389999,62.259998,144.369995,89.470001,45.029999,184.410004,146.440002,76.370003,183.509995,93.75,112.599998,100.099998,289.940002,190.860001,54.099998,39.599998,124.330002,35.578747,60,44.599998
5/26/20,79.182503,94.32,144.729996,117.410004,44.84,93.300003,120.949997,38.790001,196.059998,242.479996,121.760002,62.34,144.559998,95.82,46.09,184.839996,152.080002,77.260002,181.570007,96.620003,112.029999,103.360001,294.890015,193.220001,54.299999,42.16,123.860001,35.56926,64.470001,45.91
5/27/20,79.527496,101.230003,149.520004,122.419998,45.959999,93.900002,121.529999,39.82,209.660004,247.360001,125.540001,63.560001,144.889999,101.370003,46.73,187.720001,158.149994,77.550003,181.809998,99.870003,113.889999,106.82,303.769989,192.820007,55.139999,42.970001,122.480003,35.493359,66.650002,46.240002
5/28/20,79.5625,98.059998,149.820007,120.739998,45.599998,90.870003,116.75,38.709999,201.220001,245.139999,124.529999,61.700001,146.970001,99.860001,47.09,188.729996,156.820007,79.040001,181.399994,98.459999,116.059998,107.589996,303.970001,194.259995,55.720001,41.830002,123.690002,36.223907,67.269997,45.040001
5/29/20,79.485001,95.07,145.850006,120.129997,47.82,91.699997,117.300003,38.599998,196.490005,248.479996,124.900002,62.93,148.75,97.309998,46.68,186.320007,156.440002,80.720001,183.25,98.580002,115.919998,106.980003,304.850006,195.240005,57.380001,42.939999,124.059998,36.233398,64.519997,45.470001
6/1/20,80.462502,96.75,151.389999,120.5,46.299999,92.790001,118.769997,38.610001,199.929993,247.289993,124.889999,61.860001,147.190002,98.599998,46.990002,187.410004,155.580002,79.559998,182.830002,99.540001,117.25,109.150002,305.929993,194.350006,55.779999,43.299999,123.959999,33.643265,64.120003,46.279999
6/2/20,80.834999,99.07,153.309998,123.32,46.889999,94.690002,118.75,40.599998,204.139999,252.710007,126,62.119999,148.25,98.93,46.900002,187.589996,157.639999,80.839996,184.910004,100.739998,118.059998,111,306.309998,196.360001,56.400002,43.549999,123.940002,34.3074,63.400002,47.310001
6/3/20,81.279999,105.400002,173.160004,127.089996,46.939999,97.18,122.18,41.630001,210.570007,251,129.050003,61.93,148.649994,104.269997,47.900002,193.289993,161.210007,82.059998,185.360001,104.110001,118.529999,114.470001,305.350006,196.869995,56.830002,43.610001,123.470001,34.3074,67.470001,49.240002
6/4/20,80.580002,106.540001,184.300003,128.960007,46.860001,96.279999,123.690002,42.709999,214.820007,248.949997,128.889999,62.970001,146.729996,106.440002,47.919998,193.240005,162.550003,81.550003,182.919998,101.279999,116.050003,118,298.079987,193.639999,57.220001,44.200001,122.110001,34.165085,67.510002,49.099998
6/5/20,82.875,109.730003,205.429993,135.119995,47.830002,100.809998,124.82,43.970001,217.919998,254.899994,132.059998,64.339996,147.300003,111.230003,49.09,197.160004,167.410004,82.260002,187.199997,102.709999,118.330002,124.360001,311.850006,199.610001,57.740002,45.349998,121.559998,34.146111,72.07,53.080002
6/8/20,83.364998,113.669998,230.5,137.720001,48.130001,103.239998,127.279999,45.900002,220.809998,256.769989,135.75,63.669998,146.770004,113.449997,49.849998,202.649994,166.869995,82.900002,188.360001,104.290001,119.050003,128,309.480011,199.600006,58.09,47.02,121.239998,34.71537,74.160004,54.740002
6/9/20,85.997498,110.459999,216.740005,134.190002,48.049999,101.529999,123.889999,44.41,218.100006,256.76001,131.869995,63.040001,145.960007,110.540001,49,199.520004,166.699997,82.260002,189.800003,102.629997,118.339996,125.419998,309.209991,199.080002,57.860001,45.279999,121.349998,34.354839,70.540001,53.52
6/10/20,88.209999,106.160004,203.410004,132.440002,47.419998,97.580002,122.18,43.580002,213.520004,254.449997,129.869995,63.869999,147.800003,106.059998,48.619999,195.800003,163.899994,81.769997,196.839996,102.120003,119.230003,120.980003,305.75,200.479996,58.049999,44.279999,121.160004,34.079697,68.360001,50.650002
6/11/20,83.974998,98.599998,170,121.550003,43.669998,89.370003,112.639999,39.259998,194.130005,239.470001,118.010002,59.700001,140.869995,97.209999,45.540001,187.509995,152.380005,77.349998,186.270004,95.169998,116.260002,110.550003,283.730011,188.880005,56.450001,40.75,120.089996,31.593927,62.849998,46.18
6/12/20,84.699997,101.68,189.509995,123.150002,45.07,92.389999,115.489998,41.23,201.779999,242.449997,121.910004,59.330002,142.149994,99.870003,45.599998,189.169998,154.869995,76.300003,187.740005,96.43,115.620003,113.330002,285.149994,192.259995,56.529999,41.400002,117.739998,32.020874,65.370003,47.169998
6/15/20,85.747498,103.949997,190.940002,123.610001,45.349998,91.230003,117.080002,41.98,206.309998,241.360001,121.650002,60.099998,141.25,101.25,46.299999,189.490005,157.729996,74.019997,188.940002,97.839996,116.690002,114.849998,286.279999,191.759995,56.150002,41.490002,118.080002,31.650854,67.050003,47.139999
6/16/20,88.019997,105.620003,197.770004,130.110001,46.48,94.029999,118.440002,42.25,209.589996,249.949997,125.150002,60.400002,144.460007,102.059998,46.77,190.320007,159.669998,76.970001,193.570007,99.040001,118.129997,116.150002,293,192.880005,56.919998,42.150002,119.650002,31.688805,67.82,48.200001
6/17/20,87.897499,103.959999,192.539993,128.229996,46.169998,91.540001,117.650002,41.169998,206.190002,250.850006,124.150002,60.490002,144.020004,99.480003,46.580002,190.789993,159.220001,76.290001,194.240005,99.209999,117.93,114.82,292.600006,193.559998,56.650002,42.150002,119.029999,31.840607,66.900002,46.630001
6/18/20,87.932503,102.160004,192.289993,127.589996,45.830002,91.940002,118.370003,41.580002,203.839996,249.210007,124.160004,60.080002,143.410004,98.940002,46.990002,189.490005,159.210007,76.220001,196.320007,98.449997,119.279999,116.050003,291.480011,193.910004,56.889999,41.98,117.989998,31.537003,66.879997,46.919998
6/19/20,87.43,100.940002,187.020004,127.459999,45.32,90.629997,114.349998,41.650002,201.630005,246.649994,122.470001,59.619999,143.830002,97.809998,46.02,186.559998,158.149994,77.900002,195.149994,95.779999,118.919998,116.559998,291.23999,192.199997,56.16,44.130001,119.849998,31.707781,64.889999,45.98
6/22/20,89.717499,99.440002,188.520004,125.790001,45.16,91.589996,115.919998,41.740002,203.419998,249.160004,121.07,60.09,143.389999,96.75,45.740002,187.460007,156.690002,76.75,200.570007,99.510002,117.75,116.230003,292.670013,194.960007,55.66,43.240002,121.68,31.413662,65.040001,46.419998
6/23/20,91.6325,99.419998,187.880005,126.25,45.470001,91.440002,116.589996,41.349998,204.779999,250.309998,119.410004,59.919998,142.860001,97.93,45.639999,186.619995,157.839996,77.120003,201.910004,101.919998,117.730003,116.190002,297.600006,197.970001,54.939999,42.810001,121.07,31.091082,64.540001,46.700001
6/24/20,90.014999,95.480003,176.690002,122.059998,44.75,87.639999,112.07,38.450001,198.020004,246.130005,116.419998,59.09,139.820007,94.660004,44.650002,184.289993,152.220001,75.870003,197.839996,100.080002,116.419998,112.860001,289.179993,191.410004,53.93,41.169998,120.300003,30.540796,61.720001,44.5
6/25/20,91.209999,97.849998,174.880005,124.709999,45.220001,89.209999,111.360001,39.98,207.100006,245.380005,119.029999,58.509998,139.669998,97.959999,44.93,182.759995,154.669998,76.57,200.339996,101.400002,117.889999,114.620003,296.220001,193.979996,54.279999,42.040001,119.709999,30.664137,61.060001,45.169998
6/26/20,88.407501,93.419998,170.009995,122.389999,46.310001,86.459999,109.099998,39.799999,189.190002,241.009995,117.190002,57.5,137.809998,92.589996,43.57,179.740005,152.520004,75.190002,196.330002,93.669998,115.230003,111,286.880005,189.270004,53.16,41.169998,118.32,30.398481,59.099998,43.619999
6/29/20,90.445,94.519997,194.490005,125.25,46.150002,87.669998,111.519997,40.98,193.470001,246.119995,119.75,58.27,139.039993,93,44.360001,182.800003,155.570007,76.120003,198.440002,95.870003,117.660004,112.900002,289.76001,191.380005,54.689999,42.32,119.059998,30.967743,61.919998,44.32
6/30/20,91.199997,95.199997,183.300003,126.5,46.639999,89.230003,111.510002,40.759998,197.619995,250.509995,120.769997,59.830002,140.630005,94.059998,44.68,184.470001,155.990005,77.330002,203.509995,98.050003,119.57,114.050003,294.950012,193.169998,55.130001,42.389999,119.779999,31.024668,61.619999,44.720001
7/1/20,91.027496,94.050003,180.320007,126.059998,46.060001,87.620003,113.010002,40.75,197.570007,248.149994,118.540001,58.810001,140.380005,93.260002,44.82,184.660004,155.429993,78.120003,204.699997,97.400002,119.980003,112.5,297.730011,193.779999,54.669998,40.880001,119.690002,32.011387,61.610001,43.709999
7/2/20,91.027496,94.330002,180.809998,127.720001,45.630001,88.309998,112.18,41.59,197.399994,248.5,119.699997,59.130001,140.970001,92.660004,44.880001,183.520004,157.039993,78.779999,206.259995,98.43,120.879997,112.459999,298.26001,195.669998,54.790001,41.98,119.209999,32.741936,61.790001,44.080002
7/6/20,93.462502,96.580002,187.910004,129.429993,46.419998,88.57,114.43,42.450001,207.360001,249.550003,120.190002,59.540001,142.979996,95,45.23,188.5,158.100006,79.580002,210.699997,99.949997,121.629997,114.57,302.809998,197.759995,55.240002,43.16,118.889999,32.741936,63.32,44.389999
7/7/20,93.172501,93.010002,178.880005,127.199997,45.630001,86.309998,113.629997,41.689999,199.360001,247.350006,117.580002,58.310001,142.850006,92.32,45.209999,185.820007,154.820007,78.720001,208.25,97.07,122.220001,112.480003,296.649994,194.199997,55.040001,42.220001,126.949997,32.28653,61.009998,43.240002
7/8/20,95.342499,92.900002,180.080002,128.130005,45.810001,86.349998,116.660004,40.349998,202.25,249.169998,117.709999,58.610001,143.270004,93.300003,45.07,185.850006,154.580002,77.919998,212.830002,98.839996,122.889999,113.18,298.359985,195.070007,55.380001,42.290001,124.440002,32.020874,61.009998,43.139999
7/9/20,95.752502,90.57,173.279999,125.730003,46.700001,82.739998,116.809998,39.439999,196.830002,247.960007,115.709999,58.419998,142.490005,91.279999,43.91,184.330002,151.449997,76.690002,214.320007,96.989998,122.480003,110.040001,291.160004,192.210007,53.939999,39.009998,127.75,31.745731,58.110001,41.360001
7/10/20,95.919998,93.230003,178.440002,128.009995,46.66,85.230003,119.339996,40.759998,205.559998,250.110001,118.349998,59.529999,142.369995,96.269997,45.150002,184.880005,152.850006,76.730003,213.669998,97.989998,123.889999,113.839996,291.230011,192.550003,54.490002,40.119999,130.679993,32.096775,59.639999,42.650002
7/13/20,95.477501,93.559998,175.649994,130.570007,45.93,85.400002,116.220001,41.240002,208.880005,249.619995,119.199997,58.580002,145.210007,97.650002,45.25,184.919998,154.800003,77.349998,207.070007,96.459999,124.050003,114.239998,299.709991,189.020004,54.450001,39.580002,129.520004,33.406071,59.349998,42.66
7/14/20,97.057503,94.839996,179.960007,136.880005,46.259998,88.349998,118.660004,42.439999,214.009995,257.790009,120.599998,58.98,147.919998,98.209999,45.869999,190.720001,158.539993,78.25,208.350006,96.760002,125.089996,118.550003,308.519989,193.330002,55.439999,40.110001,132.009995,33.425049,60.470001,44.07
7/15/20,97.724998,97.360001,187.940002,138.360001,46.400002,88.889999,120.900002,43.330002,216.899994,257.799988,123,59.029999,148.259995,99.730003,46.400002,191.770004,159.330002,79.440002,208.039993,98.540001,124.5,119.139999,304.070007,196.550003,55.060001,40.68,132,33.889942,62.939999,44.630001
7/16/20,96.522499,96.32,178.699997,138.559998,45.779999,88.360001,119.43,43.830002,214.669998,258.079987,124.010002,59.139999,149.25,100.010002,46.150002,190.919998,160.5,79.400002,203.919998,97.260002,124.760002,120.5,307.149994,193.5,55.779999,41.349998,132.199997,33.776093,62.369999,44.279999
7/17/20,96.327499,95.18,175.660004,136.899994,46.75,87.190002,118.650002,43.669998,211.410004,260.380005,125.110001,60,149.350006,98.160004,46.82,191.479996,159.830002,79.870003,202.880005,96.279999,125.629997,119.160004,306.529999,195.089996,56.299999,41.419998,131.740005,34.392788,62.200001,43.52
7/20/20,98.357498,94,174.419998,134.630005,46.970001,85.269997,117.790001,42.299999,211.710007,260.170013,126.370003,61.150002,149.600006,97.300003,46.119999,191.610001,156.369995,79.410004,211.600006,95.650002,125.239998,118.769997,303.459991,198.470001,55.869999,40.459999,131.470001,34.629982,61.41,42.5
7/21/20,97,96.330002,178.630005,135.869995,47.02,91.389999,118.620003,43.040001,212.020004,262.420013,126.059998,60.700001,149.740005,99.410004,47.200001,192.979996,157.800003,78.889999,208.75,98.360001,125.07,120.419998,305.109985,196.479996,55.84,40.41,132.330002,34.810246,63.049999,44.650002
7/22/20,97.272499,96.540001,179.789993,136.979996,46.900002,91.040001,119.029999,44.34,206,265.170013,128.669998,61.049999,150.009995,98.690002,48.48,198.619995,158.710007,78.779999,211.75,98.910004,126.139999,122.239998,306.709991,198.860001,55.75,40.689999,132.660004,36.584438,63.630001,43.610001
7/23/20,92.845001,96.669998,176.449997,136.600006,47.41,91.010002,118.120003,42.82,203.020004,263.809998,127.330002,60.400002,149.610001,98.980003,48.279999,197.550003,159.289993,78.059998,202.539993,98.300003,126.160004,118.610001,302.970001,197.429993,55.849998,40.34,131.639999,36.442123,63.119999,43.700001
7/24/20,92.614998,95.330002,173.759995,137.580002,46.400002,90.129997,117.610001,42.610001,201.470001,265.309998,125.790001,50.59,148.119995,98.279999,48.490002,198.720001,159.839996,77.099998,201.300003,98.43,125.959999,118.279999,300.790009,195.149994,56.849998,40.509998,131.240005,35.730549,62.07,43.43
7/27/20,94.809998,95.790001,170.210007,139.889999,47.189999,91.040001,116.309998,44,203.020004,267.420013,126.209999,49.57,147.179993,96.900002,48.48,201.25,163.240005,78.93,203.850006,97.209999,126.32,116.629997,298.600006,196.910004,56.869999,39.84,131.210007,35.616699,61.09,44.07
7/28/20,93.252502,94.419998,170.839996,138.029999,46.279999,89.110001,116.18,42.619999,201.619995,265.279999,124.470001,49.240002,146.830002,97.32,48.18,196.240005,155.330002,79.690002,202.020004,96.269997,127.879997,115.029999,299.929993,196.740005,57.48,40.68,131.759995,37.020874,61,43.549999
7/29/20,95.040001,96.690002,166.009995,140.529999,46.709999,90.07,115.610001,43.52,202.580002,264.660004,125.32,48.07,146.539993,99.68,48.02,196.210007,156.25,79.349998,204.059998,96.970001,128.309998,116.849998,306.679993,198.580002,57.450001,41.16,130.690002,37.248577,59.400002,44.029999
7/30/20,96.190002,94.650002,161.949997,136.729996,46.439999,86.269997,115.660004,41.73,199.529999,266.309998,122.900002,47.990002,146.839996,97.019997,47.689999,195.410004,152.119995,78.989998,203.899994,96.82,131.419998,115.93,305.230011,194.059998,57.299999,40.639999,130.119995,36.755219,57.459999,41.869999
7/31/20,106.260002,93.32,158,132.880005,47.099998,83.940002,116.940002,41.060001,197.960007,265.48999,122.940002,47.73,145.759995,96.639999,47.240002,194.279999,150.470001,80.239998,205.009995,97.610001,131.119995,114.419998,302.779999,190.399994,57.48,40.709999,129.399994,36.508537,56.68,42.080002
8/3/20,108.9375,93.540001,162.270004,131.779999,47.16,84.809998,116.349998,40.09,199.389999,266.179993,124.309998,48.299999,147.350006,96.099998,46.299999,194.399994,150.410004,82.540001,216.539993,98.330002,131.289993,114.400002,303.609985,190.690002,57.240002,41.080002,129.300003,36.385201,57.509998,42.25
8/4/20,109.665001,93.190002,165.070007,131.520004,47.669998,86.489998,117.290001,41.32,201.639999,267.869995,125.839996,49.130001,147.220001,95.550003,46.689999,199.360001,151.210007,81.669998,213.289993,97.330002,133.789993,113.099998,304.5,192.289993,57.91,40.93,131.639999,36.423149,57.509998,43.470001
8/5/20,110.0625,95.389999,174.279999,134.970001,47.330002,87.199997,127.610001,41.990002,204.520004,267.480011,125.449997,48.919998,148.399994,97.209999,47.220001,199.259995,155.350006,81.639999,212.940002,100.940002,133.440002,115.080002,312.470001,196.100006,57.540001,40.810001,129.809998,36.480076,60.029999,43.849998
8/6/20,113.902496,95.919998,172.199997,134.389999,47.77,87.470001,130.820007,42.049999,204.25,269.369995,126.120003,48.57,147.550003,97.239998,47.48,203.179993,156,81.050003,216.350006,100.449997,132.710007,113.739998,314.059998,198.770004,57.830002,40.889999,129.350006,36.309299,59.869999,43.639999
8/7/20,111.112503,99.160004,170.020004,134.919998,47.43,86.800003,129.929993,42.630001,208.270004,271.640015,124.959999,48.029999,148.600006,99.379997,47.799999,204.600006,158.330002,81.019997,212.479996,101.860001,133.550003,117.360001,317.029999,196.360001,58.529999,41.52,129.970001,36.480076,61.23,43.439999
8/10/20,112.727501,101.620003,179.410004,142.020004,47.73,89.730003,128.789993,44.799999,209.380005,274.730011,127.110001,49.220001,148.029999,100.639999,47.720001,204.119995,161.440002,80.910004,208.25,105.410004,134.100006,119.120003,319.100006,196.789993,58.990002,42.860001,131.880005,36.423149,64.230003,44.509998
8/11/20,109.375,103.260002,180.130005,142.529999,47.189999,89.620003,130.490005,44.5,211.059998,274.920013,126.75,48.189999,146.970001,103.82,47.93,205,163.380005,80.910004,203.380005,105.120003,133.229996,119.919998,315.549988,197.770004,58.509998,41.849998,130.199997,35.853889,64.260002,44.970001
8/12/20,113.010002,101.68,175.440002,142.570007,48.099998,90.720001,131.789993,44.279999,212.130005,281.579987,126.699997,49.189999,149.660004,102.940002,48.43,206.020004,164.259995,82.68,209.190002,105.220001,135.460007,118.860001,322.269989,198.740005,58.599998,41.82,131.889999,36.366222,64.290001,44.09
8/13/20,115.010002,100.419998,174.729996,140.669998,42.720001,89.82,130.960007,44.43,208.389999,281.660004,125.029999,48.560001,148,102.370003,48.380001,206.490005,165.860001,83.540001,208.699997,106.519997,135.779999,119.269997,321.519989,197.580002,58.52,41,131.850006,36.21442,63.299999,43.009998
8/14/20,114.907501,100.410004,178.080002,139.960007,42.5,90.349998,130.529999,44.869999,207.970001,280.549988,125.269997,48.889999,148.240005,102.410004,48.450001,207.029999,166.100006,83.480003,208.899994,106.43,135.100006,118.599998,323.700012,196.639999,58.790001,41.91,132.600006,36.110058,63.639999,43.200001
8/17/20,114.607498,97.550003,172.009995,138.720001,42.09,90.769997,129.369995,44.459999,203.070007,288.23999,124.440002,48.93,148.990005,99.709999,48.209999,208.669998,164.710007,84.760002,210.279999,105.660004,135.5,115.910004,320.51001,199.429993,58.779999,41.18,135.600006,36.385201,62.77,42.639999
8/18/20,115.5625,96.669998,170.229996,138.369995,41.98,87.629997,128.919998,44.709999,201.309998,285,124.919998,48.650002,150.089996,98.32,48.419998,210.320007,164.380005,84.559998,211.490005,106.970001,136.509995,114.93,316.809998,199.009995,59.18,40.759998,134.710007,36.394688,62.099998,42.43
8/19/20,115.707497,96.889999,169.270004,138.020004,41.869999,86.389999,127.769997,44.639999,203.020004,282.859985,123.839996,48.330002,150.389999,98.550003,47.369999,209.509995,163.970001,85.029999,209.699997,108.389999,135.770004,113.199997,315.399994,200.990005,59.049999,40.25,132.410004,36.299809,61.639999,41.959999
8/20/20,118.275002,96.720001,169.580002,137.479996,42.310001,84.809998,128.119995,43.689999,201.850006,280.679993,123.150002,49.169998,151.419998,97.370003,47.349998,209.880005,162.970001,85.029999,214.580002,108.010002,136.850006,112.529999,313.329987,204.149994,58.959999,39.709999,130.570007,36.736244,60.990002,41.32
8/21/20,124.370003,96.150002,167.5,138.429993,42.25,85.080002,127.440002,43.59,202.429993,283.230011,123.160004,49.279999,152.759995,97.32,47.279999,211.570007,161.710007,84.980003,213.020004,109.75,137.440002,111.830002,314.140015,204.130005,58.990002,39.459999,131.630005,36.888046,60.27,41.009998
8/24/20,125.857498,99.330002,178.270004,141.679993,42.18,87.199997,130.690002,46.119999,207.339996,286.75,125.68,49.139999,152.149994,100.059998,47.970001,212.619995,163.529999,85.419998,213.690002,111.830002,138.509995,114.900002,308.839996,206.410004,59.57,39.740002,131.330002,36.850094,61.880001,42.220001
8/25/20,124.824997,99.050003,174.729996,141.149994,41.959999,86.129997,129.789993,45.59,206,286.130005,124.639999,49.43,152.059998,100.5,47.91,212.649994,163.100006,85.68,216.470001,111.510002,139.059998,115.620003,312.220001,208.100006,59.419998,39.5,130.630005,36.442123,60.950001,40.880001
8/26/20,126.522499,98.400002,171.899994,141.830002,42.25,84.779999,132.179993,46.34,207.220001,291.929993,124.169998,49.549999,152.300003,99.089996,48.16,213.759995,163.899994,85.540001,221.149994,111.529999,138.389999,113.540001,308.820007,210.259995,59.459999,38.669998,130.699997,36.100571,60.77,40.009998
8/27/20,125.010002,101.529999,174.199997,143.369995,42.290001,84.910004,133.729996,46.16,210.149994,288.630005,124.650002,49.400002,152.979996,102.349998,48.23,212.190002,164.080002,85.82,226.580002,110.839996,138.210007,117.18,311.670013,211.029999,59.43,39.34,136.630005,35.920303,60.900002,39.740002
8/28/20,124.807503,102.540001,175.800003,143.630005,42.200001,85.629997,135.539993,46.049999,207.710007,286.290009,125.07,50.43,153.639999,102.769997,49.830002,214.910004,165.660004,85.650002,228.910004,112.290001,138.770004,115.889999,314.369995,215.710007,59.259998,38.759998,140.300003,35.967743,62.240002,40.689999
8/31/20,129.039993,101.589996,171.820007,142.309998,42.220001,83.93,131.869995,45.119999,204.869995,285.040009,123.309998,50.950001,153.410004,100.190002,49.529999,213.520004,163.020004,85.269997,225.529999,111.889999,138.330002,116.040001,312.549988,211.990005,59.27,38.02,138.850006,35.853889,61,39.939999
9/1/20,134.179993,102.470001,172.100006,146.050003,42.029999,83.080002,133.550003,47.27,205.460007,285.940002,123.400002,50.790001,151.520004,100.139999,49.119999,212.690002,164.800003,84.43,227.270004,114.839996,138.179993,114.690002,312.829987,213.350006,59.16,36.759998,147.589996,34.990513,60.68,39.43
9/2/20,131.399994,104.400002,174.779999,149.270004,42.419998,83.190002,135.389999,49.220001,210.039993,287.200012,128.179993,52.25,153.830002,101.650002,51.189999,216.229996,169.509995,86.93,231.649994,116.800003,140.509995,117.480003,320.23999,216.479996,60.529999,37.169998,147.679993,35.294117,62,39.189999
9/3/20,120.879997,104.459999,168.770004,146.759995,40.950001,82.279999,133.240005,48.389999,207.559998,274.630005,124.449997,50.389999,149.550003,101.330002,50.48,213.800003,166.309998,85.489998,217.300003,112.849998,138.259995,115.349998,316.230011,208.960007,60.610001,37.09,144.539993,34.535103,60.860001,39.110001
9/4/20,120.959999,105.669998,171.050003,148.179993,40.82,81.93,131.990005,48.599998,210.940002,269.660004,122.300003,50.080002,148.589996,103.519997,51.040001,211.729996,165.770004,85.239998,214.25,112.400002,137.960007,116.57,312,204.660004,60.48,36.889999,142.830002,34.497154,61.169998,39.080002
9/8/20,112.82,103.669998,161.080002,148.520004,40,78.970001,134.199997,47.93,202.479996,269.26001,121.209999,48.91,147.259995,99.919998,49.810001,213.580002,163.169998,83.330002,202.660004,112.720001,135.940002,113.739998,307.25,200.119995,59.959999,36.099998,138.449997,34.089184,59.25,38.18
9/9/20,117.32,103.779999,160.779999,152.690002,40.130001,80.029999,133.360001,49.23,202.220001,277.040009,122.260002,49.619999,149.699997,100.870003,50.189999,215.710007,165.699997,84.879997,211.289993,114.900002,138.149994,113.629997,312.019989,204.059998,60.040001,35.349998,139.889999,34.326378,59.580002,37.950001
9/10/20,113.489998,102.769997,157.690002,149.860001,39.57,78.150002,133.220001,48.700001,200.009995,272.700012,120.559998,48.959999,146.910004,99.830002,50,217.240005,163.149994,83.57,205.369995,114.790001,136.699997,111.800003,304.600006,201.539993,59.529999,34.669998,136.809998,33.823528,59.52,37
9/11/20,112,103.360001,160.229996,153.830002,39.880001,77.690002,131.75,49.849998,200.919998,276.329987,121.459999,49.279999,147.779999,101.07,51.060001,218,166.169998,84.480003,204.029999,118,138.139999,113.400002,301.480011,200.679993,59.790001,34.700001,136.699997,34.222012,60.650002,36.900002
9/14/20,115.360001,107.269997,165.350006,153.509995,40.369999,77.290001,131.25,50.09,201.339996,280.649994,122.089996,49.41,148.350006,102.470001,50.709999,220.559998,168.460007,84.160004,205.410004,119.279999,138.630005,114.459999,308.570007,204.979996,60.32,35.110001,137.320007,35.113853,61.970001,36.66
9/15/20,115.540001,106.68,163.490005,148.600006,40.599998,76.349998,131.240005,51.07,198,285.579987,122.440002,50,148.889999,99.279999,51.049999,222.369995,166.570007,84.209999,208.779999,119.269997,138.630005,112.150002,307.230011,205.389999,60.599998,35.27,137.360001,35.066414,61.439999,36.27
9/16/20,112.129997,105.980003,167.460007,151.110001,40.419998,78.559998,132.089996,49.700001,200.679993,281.630005,124.220001,50.369999,148.399994,99.699997,50.790001,224.809998,169.509995,85.57,205.050003,118.589996,137.699997,113.169998,306.519989,205.130005,60.369999,36.279999,136.259995,34.895638,62.919998,37.810001
