Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DD,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
4/26/19,204.300003,117.599998,380.790009,139.029999,55.880001,117.099998,139.919998,80.423279,203.080002,203.610001,139.440002,52.43,140.389999,140.389999,48.259998,197.419998,191.669998,76.629997,129.889999,88.309998,39.970001,105.860001,140.240005,237,140.779999,162.929993,56.580002,52.849998,101.529999,80.489998
4/29/19,204.610001,116.760002,379.049988,139.020004,56.130001,117.720001,139.300003,80.338623,206.919998,202.160004,139.050003,51.110001,139.839996,139.839996,48.419998,197.119995,190.210007,76.779999,129.770004,88.260002,39.59,104.779999,141.460007,237.449997,142.119995,164.149994,56.84,53.560001,101.559998,79.970001
4/30/19,200.669998,117.230003,377.690002,139.419998,55.950001,120.059998,136.970001,81.375664,205.919998,203.699997,140.270004,51.040001,141.199997,141.199997,49.060001,197.570007,189.509995,78.709999,130.600006,87.830002,40.610001,106.480003,143.75,233.070007,142.610001,164.429993,57.189999,53.57,102.839996,80.279999
5/1/19,210.520004,117.019997,376.799988,138.149994,55.580002,117.809998,136.380005,78.962959,204.729996,198.800003,140.559998,50.759998,141.949997,141.949997,48.59,194.169998,186.070007,78.720001,127.879997,85.900002,40.77,104.93,143.080002,231.949997,141.580002,162.789993,56.52,53.68,101.360001,78.669998
5/2/19,209.149994,117.25,375.799988,135.169998,54.939999,116.379997,134.139999,73.375664,204.990005,201.009995,139.589996,50.549999,141.279999,141.279999,48.389999,194.610001,184.75,79.519997,126.209999,85.269997,41.009998,105.559998,142.699997,232.449997,139.800003,161.119995,56.990002,53.790001,101.150002,77.290001
5/3/19,211.75,119.349998,376.459991,139.059998,54.939999,117.269997,134.330002,73.84127,207.520004,200.559998,140.25,51.75,142.009995,142.009995,48.720001,197.520004,185.220001,80,128.899994,85.699997,41.389999,106.080002,143.350006,231.949997,141.630005,162.039993,57.240002,54.080002,102.080002,77.470001
5/6/19,208.479996,119.339996,371.600006,136.759995,54.59,118.400002,135,71.153442,206.429993,199.630005,140.380005,51.220001,142.089996,142.089996,48.470001,198.899994,183.039993,79.480003,128.149994,83.57,41.650002,105.68,143.429993,240.5,140.199997,162.279999,56.91,53.919998,102.459999,77.129997
5/7/19,202.860001,118.220001,357.230011,133.669998,53.450001,118.269997,133.440002,68.021164,202.630005,194.770004,137.639999,50.48,139.970001,139.970001,48,198.039993,179.119995,77.900002,125.519997,82.540001,40.830002,104.699997,141.710007,238.050003,135.440002,160.210007,56.630001,52.939999,101.300003,76.720001
5/8/19,202.899994,117.489998,359.75,131.949997,53.470001,117.5,134.990005,67.047623,200.949997,195.169998,138,49.240002,139.789993,139.789993,47.849998,198.029999,178.589996,78.18,125.510002,82.769997,40.950001,105.07,141.529999,239.149994,137.070007,160.759995,56.380001,53.5,100.300003,76.839996
5/9/19,200.720001,117.260002,354.130005,131.199997,52.919998,121.190002,133.589996,65.587303,201.630005,194.580002,135.339996,46.619999,138.729996,138.729996,47.400002,197.729996,175.279999,78.330002,125.5,82.980003,40.639999,104.239998,141.830002,237.970001,136.860001,159.809998,56.48,53.560001,99.540001,76.769997
5/10/19,197.179993,118.459999,354.670013,131.339996,53.360001,121.989998,134.039993,66.624336,202.050003,194.580002,135.320007,46.200001,139.050003,139.050003,48.189999,199.990005,175.860001,78.190002,127.129997,83.949997,40.720001,106.010002,143.960007,240.589996,137.169998,160.710007,56.91,53.419998,101.910004,76.559998
5/13/19,185.720001,115.900002,337.369995,125.300003,51.299999,120.440002,131.339996,64,194.970001,190.339996,131.419998,44.759998,137.199997,137.199997,48.049999,199.029999,174.070007,77.169998,123.349998,82.529999,40.57,106.110001,143.410004,239.550003,131.960007,157.330002,56.75,52.119999,99.889999,75.709999
5/14/19,188.660004,117.010002,343.040009,127.470001,52.02,121.639999,133.199997,65.100533,196.279999,191.619995,133.309998,45.169998,136.820007,136.820007,48.689999,198.009995,175.210007,77.419998,124.730003,83.669998,40.66,105.599998,145.710007,236.429993,133.979996,160.210007,56.549999,52.580002,100.290001,75.809998
5/15/19,190.919998,117.660004,345.640015,127.300003,52.439999,122.139999,134.679993,63.703705,196.399994,191.759995,134.399994,45.619999,136.910004,136.910004,49.18,199.070007,174.119995,77.550003,126.019997,84.010002,41.150002,106.699997,146.520004,236.080002,133.979996,162.789993,56.810001,52.740002,99.879997,76.370003
5/16/19,190.080002,119.839996,353.809998,126.610001,55.93,120.800003,135.5,65.185188,199.139999,192.380005,135.880005,45.529999,138.210007,138.210007,49.580002,199.990005,171.809998,79.129997,128.929993,84.279999,41.639999,108.110001,147.410004,236.789993,135.25,164.869995,57.380001,52.5,101.309998,76.360001
5/17/19,189,119.07,355.019989,122.760002,56.349998,120.519997,135.039993,65.544975,197.429993,192.580002,134.320007,44.889999,138.610001,138.610001,49.200001,199.220001,169.089996,78.720001,128.070007,84.57,41.470001,107.449997,147.490005,241.380005,133.75,164.089996,58.09,52.27,100.860001,75.910004
5/20/19,183.089996,119.839996,352.790009,122.43,56.009998,120.839996,133.910004,65.671959,197.240005,190.949997,135.119995,43.560001,138.419998,138.419998,48.849998,198.990005,166.25,78.879997,126.220001,82.849998,41.59,107.330002,148.169998,245.990005,133.479996,163.470001,59.009998,52.259998,101.519997,75.900002
5/21/19,186.600006,120.550003,358.75,124.949997,56.52,121.339996,134.089996,67.703705,199.110001,191.449997,136.449997,44.459999,138.119995,138.119995,48.599998,199.839996,167.300003,79.5,126.900002,83.639999,41.669998,106.370003,147.470001,249.940002,136.029999,163.860001,59.5,52.759998,101.120003,76.25
5/22/19,182.779999,120.010002,352.779999,123.559998,55.689999,120.57,133.850006,67.132278,195.520004,188.910004,136.350006,44,138.759995,138.759995,49.650002,199.960007,169.740005,80.980003,127.669998,83.199997,41.990002,106.720001,147.960007,249.339996,135.410004,164.240005,59.25,52.939999,102.230003,75.559998
5/23/19,179.660004,118.43,350.549988,122.260002,54.189999,117.870003,132.729996,65.481483,191.970001,192,132.389999,44.529999,139.789993,139.789993,49.849998,198.970001,165.869995,81.019997,126.18,82.639999,41.919998,106.760002,146.940002,246.5,130.449997,161.509995,58.869999,51.610001,101.860001,73.790001
5/24/19,178.970001,119.510002,354.899994,122.900002,54.369999,118.709999,132.789993,65.777779,193,193.589996,132.279999,44.57,138.850006,138.850006,49.610001,197.770004,166.089996,81.169998,126.239998,82.160004,41.950001,106.690002,147.940002,247.630005,131.399994,162.639999,59.32,51.77,102.669998,74.099998
5/28/19,178.229996,118.169998,354.880005,121.589996,53.93,118.309998,132.619995,65.121696,189.440002,191.550003,130.460007,43.57,137.070007,137.070007,49.099998,196.669998,163.350006,80.260002,126.160004,81.199997,41.900002,104.459999,146.279999,242.059998,129.919998,163.710007,58.73,51.720001,102.419998,72.610001
5/29/19,177.380005,117.010002,348.799988,121.480003,53.18,116.769997,131.570007,65.798943,188.050003,189.990005,129.690002,44.23,131.330002,131.330002,48.610001,196.020004,161.399994,79.360001,124.940002,78.870003,41.720001,104.190002,145.070007,242.399994,129.470001,162.729996,58.18,51.130001,102.120003,72.160004
5/30/19,178.300003,116.739998,349.869995,121.839996,53.57,115.379997,132.199997,65.968254,187.369995,191.080002,129.570007,44.73,132.110001,132.110001,49.25,199.240005,160.580002,79.68,125.730003,79.260002,41.900002,105.330002,145.729996,243.5,128.399994,162.759995,56.830002,50.549999,102.190002,71.970001
5/31/19,175.070007,114.709999,341.609985,119.809998,52.029999,113.849998,132.039993,64.59259,182.490005,189.850006,126.989998,44.040001,131.149994,131.149994,49.130001,198.270004,159.75,79.209999,123.68,77.139999,41.52,102.910004,145.570007,241.800003,126.300003,161.330002,54.349998,49.34,101.440002,70.769997
6/3/19,173.300003,114.620003,338.890015,120.650002,51.779999,115.989998,132.470001,76.099998,183.190002,189.570007,128.270004,43.459999,131.440002,131.440002,49.98,198.779999,160.039993,80.260002,119.839996,77.959999,41.919998,103.800003,146.789993,236.559998,126.860001,158.600006,56.380001,49.91,101.959999,71.879997
6/4/19,179.639999,116.849998,344.619995,122.080002,53.23,117.300003,134.820007,74.110001,189.880005,195.25,132.690002,44.790001,133.729996,133.729996,50,199.630005,164.289993,81.080002,123.160004,81.620003,42.23,104.68,147.550003,240.759995,129.369995,162.330002,56.220001,51.5,102.559998,73.589996
6/5/19,182.539993,118.120003,348.75,123.120003,54.75,117.650002,135.940002,74.860001,188.440002,196.690002,131.490005,44.549999,134.380005,134.380005,50.779999,200.130005,163.850006,81.690002,125.830002,82.720001,42.48,106.730003,149.850006,242.770004,131.360001,165.389999,57.029999,50.799999,104.419998,72.980003
6/6/19,185.220001,119.43,350.640015,123.389999,55.099998,120.68,137.210007,72.660004,189.809998,197.169998,132.220001,45.099998,136.679993,136.679993,51.400002,203.050003,164.720001,81.440002,127.82,82.449997,42.709999,107.379997,149,241.820007,131.669998,166.919998,57.540001,50.98,105.110001,74.309998
6/7/19,190.149994,121.110001,353.700012,124.459999,55.93,121.480003,138.039993,73.639999,189.809998,197.300003,133.309998,46.029999,138.550003,138.550003,51.490002,205.479996,166.610001,82.459999,131.399994,83.410004,42.919998,108.769997,149.529999,246.770004,132.149994,170.050003,57.240002,51.970001,106.059998,74.580002
6/10/19,192.580002,122.660004,353.799988,125.739998,56.419998,122.290001,137.070007,73.75,194.119995,198.050003,134.740005,46.799999,139.020004,139.020004,51.380001,201.300003,168.289993,82.480003,132.600006,82.580002,43.07,108.720001,149.320007,248.139999,128.009995,170.820007,56.150002,52.290001,107.519997,74.910004
6/11/19,194.809998,123.230003,349.329987,127.279999,57.110001,121.169998,135.080002,73.730003,194.729996,198.009995,135.949997,46.849998,139.779999,139.779999,51.330002,203.259995,168.910004,82.980003,132.100006,83.260002,42.669998,109.379997,149.190002,245.869995,122.940002,170.309998,56.830002,52.880001,107.940002,74.839996
6/12/19,194.190002,122.029999,347.029999,127.099998,55.860001,120.190002,135.720001,73.459999,190.220001,198.940002,134.869995,46.32,141.679993,141.679993,51.639999,204.929993,169.009995,83.709999,131.490005,82.629997,43.080002,109.68,149.729996,244.5,124.07,171.589996,57.360001,52.119999,108.82,74.029999
6/13/19,194.149994,121.860001,348.859985,127.169998,56.169998,120.910004,141.740005,74.830002,191.449997,202.350006,135.759995,46.700001,140.710007,140.710007,51.130001,204.490005,168.850006,82.900002,132.320007,83.610001,42.5,110.910004,149.410004,244.960007,124.809998,169.350006,57.619999,52.889999,108.650002,74.68
6/14/19,192.740005,122,347.160004,127.230003,54.75,120.809998,141.649994,75.080002,191.660004,205.770004,135.149994,46.189999,140.089996,140.089996,51.310001,205.289993,166.690002,82.779999,132.449997,83.440002,42.759998,111.199997,150.110001,245.369995,125.300003,169.660004,58.279999,52.57,109.07,74.349998
6/17/19,193.889999,121.449997,354.899994,127.32,55.400002,121.389999,140.970001,74.75,190.830002,206.979996,134.949997,46.130001,139.440002,139.440002,50.869999,203.809998,166.779999,83.300003,132.850006,82.110001,42.880001,110.989998,149.919998,245.970001,124.230003,169.559998,57.630001,52.810001,109.160004,75.089996
6/18/19,198.449997,123.43,373.959991,130.330002,56.049999,122.93,139.240005,74.25,194.979996,207.479996,136.380005,47.369999,140.229996,140.229996,50.639999,204.509995,171.860001,84.489998,135.160004,84.300003,43.07,109.599998,150.330002,245.699997,126.620003,169.279999,57.330002,52.799999,109.650002,75.739998
6/19/19,197.869995,124.68,368.559998,130.610001,56.130001,122.889999,140.919998,72.970001,195.639999,207.940002,137.080002,47.07,140.449997,140.449997,51.119999,204.550003,170.75,85.360001,135.690002,83.550003,43.5,110.419998,151.600006,250.190002,126.760002,170.690002,57.630001,52.900002,109.620003,75.32
6/20/19,199.460007,124.919998,374.880005,133.630005,57.41,124.279999,142.020004,74.980003,195.699997,211.25,138.850006,47.189999,142.210007,142.210007,51.66,205.119995,173.940002,84.599998,136.949997,85.239998,43.599998,111.739998,152.190002,247.759995,130.029999,173.740005,57.34,52.880001,110.32,76.610001
6/21/19,198.779999,124.730003,371.839996,133.889999,57.029999,124.93,140.229996,74.639999,195.940002,209.389999,139.199997,47.459999,142.089996,142.089996,51.549999,204.259995,173.350006,84.57,136.970001,85.75,43.669998,111.199997,151.479996,252.279999,128.75,173.440002,57.77,52.450001,111.129997,77.690002
6/24/19,198.580002,124.139999,373.98999,134.369995,57.18,124.910004,139.220001,74.699997,197.490005,205.5,139.350006,47.630001,143.059998,143.059998,51.919998,203.919998,173.380005,85.510002,137.779999,84.5,43.759998,112.330002,152.020004,249.639999,130.179993,173.850006,58.27,51.950001,111.239998,76.949997
6/25/19,195.570007,123.160004,369.320007,133.710007,56.080002,123.639999,139.940002,74.129997,196.059998,204.740005,138.360001,46.849998,144.240005,144.240005,51.759998,205.710007,172.029999,85.239998,133.429993,82.620003,43.759998,111.720001,153.130005,247.660004,129.020004,171.279999,58,52.950001,110.720001,76.269997
6/26/19,199.800003,123.589996,374.940002,135.149994,56.599998,123.93,140.399994,73.839996,197.009995,206.419998,138.520004,48.189999,141.850006,141.850006,51.119999,204.550003,171.880005,83.540001,133.929993,82.550003,42.990002,109.730003,148.699997,243.470001,127.760002,171.059998,56.990002,52.380001,110.160004,76.599998
6/27/19,199.740005,123.940002,364.019989,135.5,55.73,123.110001,139.300003,73.830002,199.320007,207.020004,138.520004,47.459999,140.690002,140.690002,51.080002,206.270004,171.5,83.830002,134.149994,83.660004,43.43,109.779999,149.199997,246.339996,128.970001,171.229996,57.25,54.52,110.099998,75.82
6/28/19,197.919998,123.440002,364.01001,136.289993,54.73,124.440002,139.639999,75.07,204.600006,207.970001,137.899994,47.869999,139.279999,139.279999,50.919998,207.660004,173.339996,83.849998,133.960007,83.949997,43.32,109.650002,149.520004,244.009995,130.199997,173.550003,57.130001,54.669998,110.489998,76.629997
7/1/19,201.550003,124.919998,356.459991,136.600006,54.740002,124.839996,141.649994,75.82,206.860001,210.279999,139.880005,48.049999,139.360001,139.360001,51.599998,206.300003,174.509995,84.75,135.679993,85.410004,43.77,110.489998,151.419998,242.639999,131.339996,173.940002,56.66,54.650002,110.620003,76.559998
7/2/19,202.729996,125.099998,354.160004,135.850006,55.810001,122.93,142.529999,74.839996,205.979996,210.139999,140.220001,48.119999,140.029999,140.029999,51.98,209.580002,174.020004,85.510002,136.580002,84.959999,44.220001,111.480003,152.830002,243.970001,131.960007,175.279999,58.130001,54.959999,111.599998,75.720001
7/3/19,204.410004,125.860001,354.470001,135.589996,56.48,123.349998,142.979996,74.18,206.039993,212.100006,141.539993,48.52,142.139999,142.139999,52.099998,212.809998,174.979996,86.900002,137.460007,86.199997,44.400002,114.080002,154.300003,245.210007,133,176.869995,58.130001,55.189999,112.32,76.440002
7/5/19,204.229996,125.400002,355.859985,135.490005,56.599998,123.540001,142.449997,73.739998,207.899994,211.460007,141.380005,48.080002,140.570007,140.570007,52.110001,211.240005,172,85.599998,137.059998,86.82,43.919998,113.150002,154.089996,246.990005,132.539993,176.660004,58.310001,55.189999,111.980003,76.129997
7/8/19,200.020004,124.849998,351.119995,134.839996,56.189999,123.599998,141.020004,72.110001,205.75,212.910004,140.570007,47.82,140.970001,140.970001,52,212.160004,169.190002,84.040001,136.960007,88.480003,43.299999,114.050003,153.800003,247.839996,130.869995,176.190002,57.889999,55.43,112.720001,76.480003
7/9/19,201.240005,125.900002,353.089996,134.289993,56.34,123.349998,141.610001,70,207.770004,212,139.330002,47.75,141.410004,141.410004,51.59,212.089996,165.699997,84.860001,136.460007,88.040001,43.369999,112.910004,153.449997,246,130.389999,177.729996,56.41,55.5,112.879997,76.43
7/10/19,203.229996,126.889999,352.299988,132.639999,57.130001,125.440002,143.539993,69.650002,205.970001,210.75,140.470001,48.209999,141.210007,141.210007,51.82,213,165.699997,84.82,137.850006,87.440002,44.060001,113.75,153.330002,247.479996,130.449997,179.309998,57,55.57,112.980003,77.510002
7/11/19,201.75,127.279999,359,133.960007,57.299999,125.43,143.559998,69.5,211.350006,214.039993,141.240005,48.599998,140.110001,140.110001,52.040001,212.690002,169.039993,81,138.399994,88.290001,42.98,114.379997,152.429993,261.160004,131.339996,180.740005,56.919998,55.619999,113.919998,77.57
7/12/19,203.300003,127.959999,365.329987,138.360001,57.950001,125.980003,144.880005,71.519997,213.940002,218.229996,142.740005,49.919998,134.300003,134.300003,52.119999,212.990005,173.339996,79.730003,138.899994,89.120003,42.400002,114.989998,153.389999,265.899994,133.720001,180.330002,57.189999,55.740002,114.599998,77.629997
7/15/19,205.210007,128.570007,361.609985,139.639999,58.049999,125.720001,145.059998,71.940002,211.580002,218.699997,143.320007,50.119999,134.710007,134.710007,52.130001,214.210007,172.839996,80.959999,138.899994,89.480003,42.75,115.480003,154.830002,265.959991,133.229996,180.570007,57.580002,55.889999,114.980003,77.080002
7/16/19,204.5,128.059998,362.75,139.089996,57.619999,124.760002,144.300003,72.32,215.520004,217.259995,143.529999,49.169998,132.5,132.5,52.139999,213.720001,176.490005,81.589996,137.080002,88.599998,42.849998,115.889999,154.589996,264.660004,133.190002,179.309998,57.41,55.810001,114.760002,75.93
7/17/19,203.350006,127.080002,369.519989,135.729996,57.209999,124.139999,142.570007,71.300003,213.300003,215.610001,143.070007,49.389999,131.860001,131.860001,52.18,213.710007,174.669998,81.919998,136.270004,87.5,42.740002,115.940002,152.380005,266.649994,130.100006,179.149994,57.220001,54.52,114.599998,75.480003
7/18/19,205.660004,128.399994,361.109985,134.889999,57.740002,124.68,141.630005,71.580002,214.520004,214.440002,149.630005,49.939999,132.070007,132.070007,52.029999,215.910004,173.059998,82.690002,136.419998,87.440002,43.060001,115.440002,152.710007,260.600006,131.300003,180.529999,57.209999,54.82,114.720001,74.839996
7/19/19,202.589996,124.82,377.359985,136.229996,57.360001,125.040001,139.850006,71.57,213.520004,213.039993,149.679993,50.27,130.309998,130.309998,51.389999,213.869995,172.610001,81.389999,136.619995,86.550003,42.77,115.010002,150.229996,256.649994,132.389999,179.240005,56.59,54.439999,113.900002,74.989998
7/22/19,207.220001,126,373.420013,135.240005,57.73,125.309998,140.839996,71.970001,214,211.270004,149.740005,51.349998,128.639999,128.639999,51.220001,215,174.639999,81.209999,138.429993,85.970001,42.82,115.300003,149.710007,255.320007,132.949997,180.570007,55.5,53.939999,112.82,75.07
7/23/19,208.839996,128.199997,373.070007,138.100006,57.709999,125.82,141.259995,73.239998,219.429993,213.080002,150.380005,51.75,128.839996,128.839996,54.330002,214.309998,177.520004,82.029999,139.289993,86.699997,43.09,113.849998,147.5,255.009995,134.940002,180.899994,55.48,54.650002,112.089996,75.370003
7/24/19,208.669998,127.949997,361.429993,131.910004,57.23,126.540001,141.289993,74.230003,222.029999,214.710007,150.029999,52.919998,129.779999,129.779999,53.779999,212.779999,179.419998,81.75,140.720001,86.699997,42.889999,112.599998,148.850006,251.130005,134.25,183.330002,55.970001,55.200001,112,75.360001
7/25/19,207.020004,127.150002,348.089996,134.710007,56.619999,125.629997,143.210007,73.150002,219.979996,215.550003,150.389999,52.16,131.119995,131.119995,53.07,214.440002,178.130005,81.75,140.190002,87.279999,42.669998,112.769997,148.490005,248.699997,136.360001,181.589996,56.360001,54.759998,112.220001,74.93
7/26/19,207.740005,126.779999,345,132.919998,56.529999,123.720001,144.649994,73.209999,222.139999,216.910004,151.360001,51.59,130.729996,130.729996,54.169998,215.580002,173.979996,81.43,141.339996,87.540001,43.09,114.730003,149.929993,252.940002,135.630005,183.690002,57.080002,55.049999,113.019997,74.809998
7/29/19,209.679993,127.190002,340.209991,134.460007,56.93,124.230003,146.389999,73.089996,220.320007,218.039993,150.880005,52.509998,133.020004,133.020004,53.990002,214.979996,176.759995,82.489998,141.029999,87.620003,41.450001,116,148.740005,253.820007,135.720001,183.210007,57.369999,55.119999,112.269997,75.339996
7/30/19,208.779999,126.470001,347.459991,132.949997,56.470001,124.339996,144.929993,73.400002,221.399994,217.360001,149.770004,51.700001,132.080002,132.080002,53.720001,212.339996,177.630005,83.269997,140.350006,87.199997,38.790001,120.410004,147.619995,254.929993,135.300003,181.529999,56.630001,55.400002,112.059998,75.349998
7/31/19,213.039993,124.370003,341.179993,131.669998,55.400002,123.110001,143.009995,72.160004,220.130005,213.690002,148.240005,50.549999,130.220001,130.220001,52.630001,210.720001,174.720001,82.989998,136.270004,86.029999,38.84,118.040001,146.619995,249.009995,133.600006,178,55.27,54.490002,110.379997,74.360001
8/1/19,208.429993,124.089996,334.290009,126.790001,55.389999,120.739998,141.850006,71.690002,211.600006,212.830002,150.320007,49.5,130.289993,130.289993,52.029999,211.25,173.360001,83.690002,138.059998,83.120003,38.25,116.730003,145.779999,249.25,131.839996,179.169998,55.259998,54.07,109.379997,72.459999
8/2/19,204.020004,124.309998,339.559998,124.540001,53.25,120.730003,141.710007,69.050003,209.369995,212.149994,147.25,48.68,131.070007,131.070007,52.330002,214.479996,170.550003,84.470001,136.899994,81.139999,38,116.440002,146.919998,250.050003,130.809998,177.419998,55.59,53.68,109.400002,71.75
8/5/19,193.339996,120.720001,331.059998,121.650002,51.369999,118.739998,138.300003,66.059998,201.679993,204.940002,140.759995,46.970001,130.160004,130.160004,51.650002,210.449997,164.710007,83.120003,132.210007,78.970001,36.959999,113.080002,143.929993,245.059998,125.75,168.860001,55.220001,51.869999,105.82,70.279999
8/6/19,197,122.550003,332.450012,122.080002,52.599998,119.379997,141.869995,68.529999,206.009995,208.800003,140.729996,46.959999,130.770004,130.770004,52.27,214.080002,163.710007,84.349998,134.690002,81.300003,36.950001,114.279999,145.960007,248.279999,128.800003,172.479996,55.049999,51.450001,107.269997,70.959999
8/7/19,199.039993,123.540001,331.380005,120.779999,52.34,119.099998,134.860001,69.769997,205.740005,207.910004,139.110001,46.73,130.210007,130.210007,53.18,216.830002,163.639999,84.25,135.279999,81.279999,36.580002,115.519997,147.360001,246.449997,129.009995,175.320007,55.09,52.48,108.199997,70.5
8/8/19,203.429993,125.290001,336.350006,122.019997,53.16,123.230003,137.889999,70.760002,207,211.570007,140.100006,47.169998,131.679993,131.679993,53.689999,218.009995,164.220001,84.730003,138.889999,83,36.869999,117.440002,148.220001,247.619995,131.479996,179.899994,55.82,53.02,108.519997,72.379997
8/9/19,200.990005,126.169998,337.549988,119.379997,52.43,122.419998,138.520004,69.040001,206.899994,210.020004,136.130005,45.98,132.039993,132.039993,53.419998,221.149994,163.470001,85.519997,137.710007,81.980003,36.349998,116.779999,149.070007,248.630005,131.240005,179.050003,55.779999,52.790001,107.279999,70.839996
8/12/19,200.479996,123.949997,332.940002,116.720001,51.540001,121.550003,135.75,67.900002,201.520004,207.009995,134.119995,45.599998,131.929993,131.929993,53.200001,217.160004,162.100006,85.730003,135.789993,81.650002,35.389999,116.029999,146.300003,243.199997,128.020004,176.339996,55.689999,52,105.220001,69.629997
8/13/19,208.970001,126.32,332.859985,119.010002,52.720001,122.389999,137.009995,68.480003,204.110001,208.330002,135.789993,46.84,133.419998,133.419998,53.5,219.729996,164.880005,86.080002,138.600006,83.32,35.200001,117.25,148.220001,249.220001,128.949997,178.610001,56.369999,53.07,107.410004,70.489998
8/14/19,202.75,122.650002,320.420013,115.209999,50.610001,117.739998,132.850006,65.779999,195.559998,201.589996,131.25,45.869999,130.259995,130.259995,52.990002,216.479996,158.809998,83.400002,133.979996,81.029999,34.240002,115.790001,143.479996,243.199997,124.300003,173.509995,55.720001,50.41,106.199997,67.650002
8/15/19,201.740005,122.379997,328,115.25,46.25,116.949997,133.410004,65.169998,196.179993,201.789993,131.919998,45.700001,130.539993,130.539993,53.869999,218.270004,156.839996,83.459999,133.679993,79.510002,34.48,117.389999,145.589996,244.25,123.739998,176.270004,56.299999,49.290001,112.690002,67.25
8/16/19,206.5,124.629997,330.450012,116.43,46.959999,115.809998,135.199997,66.120003,199.419998,203.649994,133.759995,46.5,131.360001,131.360001,54.41,218.470001,161.5,85.059998,136.130005,80.279999,34.650002,119.18,146.809998,245.690002,125.050003,178.229996,56.650002,50.48,112.989998,68.300003
8/19/19,210.350006,124.400002,333.779999,117.360001,48.5,117.309998,135.289993,67.43,202.199997,207.949997,135.039993,47.23,132.25,132.25,54.689999,218.779999,162.949997,86.190002,138.410004,81.129997,35.18,120.239998,147.580002,244.710007,126.639999,179.740005,57,51.16,113.809998,69.449997
8/20/19,210.360001,121.419998,331.75,116.669998,47.93,116.129997,135.130005,67.099998,199.979996,217.089996,133,46.599998,130.600006,130.600006,53.880001,218.470001,161.009995,85.650002,137.259995,80.529999,34.610001,118.900002,146.509995,240.160004,126.68,179.240005,56.27,50.669998,112.050003,69.029999
8/21/19,212.639999,122.5,339.98999,117.68,48.77,117.879997,135.759995,67.760002,200.679993,220.399994,134.25,47.150002,131.529999,131.529999,54.099998,220.710007,161.149994,86.910004,138.789993,82.739998,34.869999,119.199997,147.039993,240.350006,127.330002,180.940002,56.59,50.900002,112.019997,69.720001
8/22/19,212.460007,122.269997,354.410004,117.889999,48.18,117.730003,136.080002,67.669998,202.419998,221.020004,134.320007,46.779999,131.270004,131.270004,54.490002,219.490005,160.880005,86.720001,137.779999,83.309998,35.080002,119.419998,147.809998,232.940002,127.959999,180.089996,56.779999,50.950001,111.910004,69.57
8/23/19,202.639999,117.760002,356.01001,114.059998,46.610001,115.18,131.669998,66,196.199997,217.470001,129.570007,44.959999,127.730003,127.730003,53.740002,214.660004,155.850006,84.940002,133.389999,80.440002,34.34,117.32,144.729996,230.660004,123.419998,175.229996,55.919998,49.32,110.830002,67.489998
8/26/19,206.490005,118.529999,359.040009,114.419998,47.099998,115.739998,134.610001,64.260002,199.649994,218.649994,129.990005,45.560001,127.800003,127.800003,54.540001,216.910004,156.119995,85.879997,135.449997,82.25,34.84,119.32,147.339996,231.080002,125.489998,177.589996,56.709999,50.040001,111.989998,67.849998
8/27/19,204.160004,117.75,354.730011,113.379997,46.790001,115.830002,134.490005,63.959999,198.070007,218.210007,131.169998,45.790001,129.639999,129.639999,54.720001,216.050003,155.75,85.519997,135.740005,82.029999,34.34,120.550003,147.100006,222.929993,124.57,178.380005,57.18,49.450001,112.419998,67.190002
8/28/19,205.529999,119.089996,359.970001,114.860001,46.869999,116.830002,136.550003,64.059998,200.419998,221.949997,132.759995,45.790001,128.679993,128.679993,55.110001,218.070007,157.550003,86.480003,135.559998,83.480003,35.080002,121.400002,146.369995,227.350006,126.870003,178.669998,57.950001,49.950001,112.720001,67.68
8/29/19,209.009995,120.739998,362.73999,117.769997,47.27,117.519997,137.839996,65.769997,203.440002,227.320007,134.880005,46.869999,128.240005,128.240005,55.049999,220.539993,160.360001,86.720001,138.119995,85.379997,35.330002,121.18,146.940002,230.619995,129.509995,181.169998,57.939999,50.400002,114.080002,68.43
8/30/19,208.740005,120.370003,364.089996,119,46.810001,117.720001,137.259995,67.93,203.910004,227.910004,135.529999,47.41,128.360001,128.360001,55.040001,217.970001,161.720001,86.470001,137.860001,84.5,35.549999,120.230003,146.960007,234,130.240005,180.820007,58.16,51.189999,114.260002,68.480003
9/3/19,205.699997,117.599998,354.420013,117.029999,46.5,116.269997,136.309998,67.449997,198.970001,224.070007,134.100006,46.98,128.740005,128.740005,55.299999,217.130005,158.639999,86.650002,136.039993,84.669998,36.119999,121.360001,147.570007,230.619995,128.970001,179.199997,58.040001,50.43,114.639999,68.559998
9/4/19,209.190002,118.400002,356.529999,119.099998,47.32,117.25,137.889999,68.480003,201.729996,224.149994,136.320007,48.919998,128.860001,128.860001,55.77,218.5,160.070007,86.050003,137.630005,86.349998,35.830002,123.209999,150.160004,226.729996,131.050003,181.770004,58.18,51.43,115.910004,69.290001
